preco,condominio,iptu,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 12.000,R$ 6.500,R$ 3.900,Alameda dos Aicás,"Cobertura para alugar com 350 m², 4 quartos, 5 banheiros, 5 vagas emIndianópolis, São Paulo",4.0,5,350.0,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-4-quartos-com-piscina-moema-zona-sul-sao-paulo-sp-350m2-id-2873136681/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 1.750,R$ 360,R$ 45,Rua Peixoto Werneck,"Apartamento para alugar com 38 m², 2 quartos, 1 banheiro, 1 vaga emParque Artur Alvim, São Paulo",2.0,1,38.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-cozinha-parque-artur-alvim-sao-paulo-38m2-id-2822070941/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 5.050,R$ 1.400,R$ 350,Rua Batataes,"Flat para alugar com 44 m², 1 quarto, 2 banheiros, 1 vaga emJardim Paulista, São Paulo",1.0,2,44.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-44m2-id-2853836609/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 5.100,R$ 1.200,R$ 200,Rua Doutor Eduardo de Souza Aranha,"Flat para alugar com 44 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,44.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-44m2-id-2853401212/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 3.840,R$ 1.310,R$ 150,Rua Leopoldo Couto Magalhães Júnior,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-45m2-id-2829168014/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 7.000,R$ 708,R$ 535,Rua Alonso Calhamares,"Apartamento para alugar com 75 m², 2 quartos, 2 banheiros, 2 vagas emJardim Anália Franco, São Paulo",2.0,2,75.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-cozinha-jardim-analia-franco-sao-paulo-75m2-id-2791680538/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 3.620,R$ 1.500,R$ 380,Rua Tenente Negrão,"Flat para alugar com 36 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-36m2-id-2857401161/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 2.610,R$ 1.550,R$ 140,Avenida Rouxinol,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-42m2-id-2853839834/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 3.020,R$ 1.000,R$ 200,Avenida Rouxinol,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-42m2-id-2853839313/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 22.000,R$ 5.800,R$ 2.000,Rua Ceará,"Apartamento para alugar com 230 m², 3 quartos, 3 banheiros, 3 vagas emConsolação, São Paulo",3.0,3,230.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-consolacao-sao-paulo-230m2-id-2842761932/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 2.310,R$ 780,R$ 110,Rua da Consolação,"Flat para alugar com 30 m², 1 quarto, 1 banheiro, 1 vaga emCerqueira César, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-churrasqueira-cerqueira-cesar-sao-paulo-30m2-id-2853400351/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 4.350,R$ 1.000,R$ 150,Rua Pedroso Alvarenga,"Flat para alugar com 33 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,33.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-33m2-id-2855759831/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 4.255,R$ 1.475,R$ 370,Rua Coronel Artur de Paula Ferreira,"Flat para alugar com 56 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,56.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-56m2-id-2853465698/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 3.900,R$ 800,R$ 300,Alameda Lorena,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-45m2-id-2853401425/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 2.800,R$ 1.200,R$ 250,Rua Brás Cardoso,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-45m2-id-2830290577/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 7.200,R$ 950,R$ 350,Rua Kansas,"Flat para alugar com 66 m², 1 quarto, 1 banheiro, 1 vaga emBrooklin Paulista, São Paulo",1.0,1,66.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-brooklin-paulista-sao-paulo-66m2-id-2853399891/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 3.700,R$ 540,,Rua Bela Cintra,"Apartamento para alugar com 50 m², 1 quarto, 1 banheiro emConsolação, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-acesso-24-horas-consolacao-sao-paulo-50m2-id-2779123063/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 3.905,R$ 1.800,R$ 195,Rua Bandeira Paulista,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-42m2-id-2853835202/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 3.865,R$ 1.270,R$ 565,Rua Alvorada,"Flat para alugar com 52 m², 2 quartos, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",2.0,1,52.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-olimpia-sao-paulo-52m2-id-2853403833/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 2.900,R$ 1.235,R$ 365,Alameda Jaú,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-35m2-id-2836932922/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 5.060,R$ 1.420,R$ 520,Rua Diogo Jácome,"Flat para alugar com 48 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-48m2-id-2853401053/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 2.900,R$ 1.300,R$ 300,Alameda Joaquim Eugênio de Lima,"Flat para alugar com 47 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,47.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-47m2-id-2853836376/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 2.900,R$ 1.400,R$ 200,Rua Carlos Sampaio,"Flat para alugar com 55 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,55.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-55m2-id-2777211417/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 3.950,R$ 1.240,R$ 110,Rua Leopoldo Couto Magalhães Júnior,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-45m2-id-2829168016/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 3.700,R$ 1.500,R$ 300,Rua Pedroso Alvarenga,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-40m2-id-2854626629/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 5.020,R$ 1.300,R$ 180,Rua Professor Atílio Innocenti,"Flat para alugar com 57 m², 2 quartos, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",2.0,1,57.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-nova-conceicao-sao-paulo-57m2-id-2853398567/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 10.500,R$ 1.500,R$ 420,Rua Jaboticabal,"Cobertura para alugar com 160 m², 2 quartos, 4 banheiros, 2 vagas emVila Bertioga, São Paulo",2.0,4,160.0,https://www.zapimoveis.com.br/imovel/venda-cobertura-2-quartos-com-piscina-vila-bertioga-sao-paulo-160m2-id-2851205857/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:11:19
R$ 18.000,R$ 2.100,R$ 1.084,Alameda dos Arapanés,"Apartamento para alugar com 143 m², 3 quartos, 5 banheiros, 2 vagas emMoema, São Paulo",3.0,5,143.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-moema-zona-sul-sao-paulo-sp-143m2-id-2826591289/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 3.000,R$ 980,R$ 120,Rua Olímpia de Almeida Prado,"Apartamento para alugar com 47 m², 1 quarto, 1 banheiro, 1 vaga emBarra Funda, São Paulo",1.0,1,47.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-cozinha-barra-funda-zona-oeste-sao-paulo-sp-47m2-id-2875008383/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 50.000,,R$ 1,Rua Doutor Carlos Norberto de Sousa Aranha,"Casa para alugar com 465 m², 3 quartos, 6 banheiros, 10 vagas emAlto de Pinheiros, São Paulo",3.0,6,465.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-alto-de-pinheiros-sao-paulo-465m2-id-2807792666/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 3.410,R$ 483,R$ 107,Rua Cardeal Arcoverde,"Apartamento para alugar com 25 m², 1 quarto, 1 banheiro emPinheiros, São Paulo",1.0,1,25.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-pinheiros-sao-paulo-25m2-id-2826822519/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 4.500,R$ 1.000,R$ 500,Rua Diogo Jácome,"Duplex para alugar com 52 m², 1 quarto, 2 banheiros, 1 vaga emVila Nova Conceição, São Paulo",1.0,2,52.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-52m2-id-2874710154/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 3.000,R$ 568,,Rua Paulo Maldi,"Apartamento para alugar com 42 m², 2 quartos, 1 banheiro emTucuruvi, São Paulo",2.0,1,42.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-salao-de-festas-tucuruvi-sao-paulo-42m2-id-2847477822/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 4.300,R$ 670,R$ 130,Avenida Portugal,"Flat para alugar com 50 m², 1 quarto, 1 banheiro, 1 vaga emBrooklin Paulista, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-brooklin-paulista-sao-paulo-50m2-id-2838900680/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 5.500,,,Rua Quatá,"Flat para alugar com 25 m², 1 quarto, 1 banheiro emVila Olímpia, São Paulo",1.0,1,25.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-25m2-id-2850533261/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 3.200,R$ 965,R$ 227,Avenida Doutor Cardoso de Melo,"Flat para alugar com 36 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-36m2-id-2834811520/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 3.890,,,Avenida Santo Amaro,"Flat para alugar com 33 m², 1 quarto, 1 banheiro, 1 vaga emSanto Amaro, São Paulo",1.0,1,33.0,https://www.zapimoveis.com.br/imovel/venda-flat-1-quarto-com-piscina-santo-amaro-sao-paulo-33m2-id-2795479729/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 4.600,,,Rua Gomes de Carvalho,"Flat para alugar com 30 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-30m2-id-2853535220/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 2.600,R$ 241,,Rua Valson Lopes,"Apartamento para alugar com 30 m², 1 quarto, 1 banheiro emVila Butantã, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-vila-butanta-sao-paulo-30m2-id-2742856722/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 6.000,R$ 1,R$ 1,Rua Arizona,"Apartamento para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emCidade Monções, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-cidade-moncoes-sao-paulo-42m2-id-2816395231/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 6.200,R$ 1,R$ 1,Rua Professor José Leite e Oiticica,"Flat para alugar com 50 m², 1 quarto, 1 banheiro, 1 vaga emVila Gertrudes, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-gertrudes-sao-paulo-50m2-id-2826814472/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 3.000,R$ 2.653,,Rua Sophia Ambuba,"Cobertura para alugar com 181 m², 3 quartos, 4 banheiros, 3 vagas emVila Andrade, São Paulo",3.0,4,181.0,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-vila-andrade-sao-paulo-181m2-id-2874916085/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 25.000,,,Rua Doutor Eduardo de Souza Aranha,"Apartamento para alugar com 145 m², 3 quartos, 4 banheiros, 2 vagas emVila Nova Conceição, São Paulo",3.0,4,145.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-vila-nova-conceicao-sao-paulo-145m2-id-2858036917/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 5.000,R$ 1.340,R$ 315,Rua Doutor Virgílio de Carvalho Pinto,"Apartamento para alugar com 51 m², 2 quartos, 1 banheiro, 1 vaga emPinheiros, São Paulo",2.0,1,51.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-pinheiros-sao-paulo-51m2-id-2866230207/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 40.000,,,Rua das Barcas,"Casa para alugar com 689 m², 4 quartos, 6 banheiros, 4 vagas emJardim dos Estados, São Paulo",4.0,6,689.0,https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-jardim-dos-estados-sao-paulo-689m2-id-2868870847/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 3.200,R$ 1.300,R$ 300,Alameda Joaquim Eugênio de Lima,"Flat para alugar com 47 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,47.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-47m2-id-2853840756/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 18.800,R$ 1.400,R$ 778,Rua Casa do Ator,"Apartamento para alugar com 105 m², 2 quartos, 3 banheiros, 2 vagas emVila Olímpia, São Paulo",2.0,3,105.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-vila-olimpia-sao-paulo-105m2-id-2693598479/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 3.200,R$ 690,R$ 130,Rua Cândido Lacerda,"Apartamento para alugar com 36 m², 1 quarto, 1 banheiro, 1 vaga emVila Regente Feijó, São Paulo",1.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-vila-regente-feijo-sao-paulo-36m2-id-2841872337/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 1.900,R$ 1.800,R$ 500,Avenida Ibijaú,"Flat para alugar com 37 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-37m2-id-2842116439/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 2.600,R$ 1.800,R$ 400,Rua Doutor Fadlo Haidar,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-40m2-id-2871274839/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 15.000,R$ 2.955,R$ 1.376,Rua Doutor Barros Cruz,"Apartamento para alugar com 184 m², 4 quartos, 5 banheiros, 3 vagas emVila Mariana, São Paulo",4.0,5,184.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-vila-mariana-sao-paulo-184m2-id-2856453140/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 3.000,R$ 1.200,R$ 200,Rua Herculano de Freitas,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-42m2-id-2853841880/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 15.000,R$ 2.675,R$ 931,Rua Luís Dias,"Apartamento para alugar com 129 m², 2 quartos, 3 banheiros, 2 vagas emItaim Bibi, São Paulo",2.0,3,129.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-itaim-bibi-sao-paulo-129m2-id-2864054263/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 9.000,R$ 1.900,R$ 650,Avenida Doutor Cândido Motta Filho,"Cobertura para alugar com 174 m², 2 quartos, 3 banheiros, 2 vagas emCidade São Francisco, São Paulo",2.0,3,174.0,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-2-quartos-com-piscina-cidade-sao-francisco-sao-paulo-174m2-id-2818200832/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 4.000,R$ 900,R$ 320,Rua Pacobá,"Apartamento para alugar com 38 m², 2 quartos, 1 banheiro, 1 vaga emJardim Panorama, São Paulo",2.0,1,38.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-jardim-panorama-sao-paulo-38m2-id-2848197388/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:20:36
R$ 9.500,R$ 2.078,R$ 1.016,Rua Nebraska,"Apartamento para alugar com 121 m², 3 quartos, 3 banheiros, 3 vagas emBrooklin Novo, São Paulo",3.0,3,121.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-brooklin-zona-sul-sao-paulo-sp-121m2-id-2833983078/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 12.000,R$ 1.450,R$ 4.072,Avenida Presidente Juscelino Kubitschek,"Apartamento para alugar com 54 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,54.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-vila-olimpia-zona-sul-sao-paulo-sp-54m2-id-2763318452/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 25.000,R$ 5.050,R$ 1.410,Alameda Casa Branca,"Apartamento para alugar com 187 m², 3 quartos, 4 banheiros, 2 vagas emJardim Paulista, São Paulo",3.0,4,187.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-jardim-paulista-zona-sul-sao-paulo-sp-187m2-id-2873586924/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 30.000,R$ 3.800,R$ 1.967,Rua Tuim,"Cobertura para alugar com 355 m², 4 quartos, 5 banheiros, 3 vagas emVila Uberabinha, São Paulo",4.0,5,355.0,https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-com-churrasqueira-na-varanda-vila-uberabinha-sao-paulo-355m2-id-2493180026/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 12.500,R$ 1.100,R$ 3.340,Rua Princesa Isabel,"Casa de condomínio para alugar com 105 m², 2 quartos, 1 banheiro, 2 vagas emBrooklin Paulista, São Paulo",2.0,1,105.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-2-quartos-com-area-de-servico-brooklin-paulista-sao-paulo-105m2-id-2867597970/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 3.000,R$ 616,R$ 98,Rua Coronel Lisboa,"Apartamento para alugar com 21 m², 1 quarto, 1 banheiro emVila Mariana, São Paulo",1.0,1,21.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-academia-vila-mariana-sao-paulo-21m2-id-2870196779/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 1.150,R$ 35,R$ 78,Rua Vasconcelos de Almeida,"Casa para alugar com 40 m², 1 quarto, 1 banheiro emVila Barbosa, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-1-quarto-vila-barbosa-sao-paulo-40m2-id-2874844728/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 1.300,R$ 280,,Avenida Sapopemba,"Apartamento para alugar com 36 m², 2 quartos, 1 banheiro emJardim Planalto, São Paulo",2.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-jardim-planalto-sao-paulo-36m2-id-2874865695/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 13.000,R$ 1.501,R$ 488,Avenida Rebouças,"Apartamento para alugar com 66 m², 2 quartos, 1 banheiro, 1 vaga emPinheiros, São Paulo",2.0,1,66.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-pinheiros-sao-paulo-66m2-id-2822099987/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 18.500,,R$ 1.400,Rua Tomé de Souza,"Casa para alugar com 500 m², 6 quartos, 5 banheiros emLapa, São Paulo",6.0,5,500.0,https://www.zapimoveis.com.br/imovel/venda-casa-6-quartos-com-piscina-lapa-sao-paulo-500m2-id-2874617921/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 25.000,,R$ 5.500,Rua dos Tamanás,"Casa para alugar com 900 m², 9 quartos, 12 banheiros, 6 vagas emVila Madalena, São Paulo",9.0,12,900.0,https://www.zapimoveis.com.br/imovel/venda-casa-9-quartos-vila-madalena-sao-paulo-900m2-id-2870616026/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 15.000,,R$ 5.400,Rua Visconde de Porto Seguro,"Sobrado para alugar com 747 m², 4 quartos, 11 banheiros, 6 vagas emJardim dos Estados, São Paulo",4.0,11,747.0,https://www.zapimoveis.com.br/imovel/aluguel-sobrados-4-quartos-com-churrasqueira-jardim-dos-estados-sao-paulo-747m2-id-2791388259/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 9.000,R$ 2.800,R$ 1.000,Avenida Jacutinga,"Apartamento para alugar com 138 m², 1 quarto, 2 banheiros, 3 vagas emIndianópolis, São Paulo",1.0,2,138.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-indianopolis-sao-paulo-138m2-id-2867714386/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 13.500,R$ 1.700,R$ 760,Rua Marcos Lopes,"Flat para alugar com 104 m², 1 quarto, 2 banheiros, 2 vagas emVila Nova Conceição, São Paulo",1.0,2,104.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-104m2-id-2867686068/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
R$ 9.400,R$ 1.133,R$ 538,Alameda Itu,"Apartamento para alugar com 98 m², 3 quartos, 2 banheiros, 1 vaga emJardim Paulista, São Paulo",3.0,2,98.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-jardim-paulista-sao-paulo-98m2-id-2523831384/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:21:03
